1989/8/1,26.4
1989/9/1,24.6
1989/10/1,17
1989/11/1,13.7
1989/12/1,8.6
1990/1/1,5.2
1990/2/1,7.5
1990/3/1,10.4
1990/4/1,14.3
1990/5/1,18.5
1990/6/1,22.6
1990/7/1,25.1
1990/8/1,27.9
1990/9/1,24.3
1990/10/1,18.8
1990/11/1,14.7
1990/12/1,9.8
1991/1/1,6
1991/2/1,6.3
1991/3/1,9.2
1991/4/1,14.8
1991/5/1,18.2
1991/6/1,22.7
1991/7/1,25.8
1991/8/1,25.2
1991/9/1,23.4
1991/10/1,17.7
1991/11/1,12.8
1991/12/1,9
1992/1/1,6.5
1992/2/1,6.8
1992/3/1,9.4
1992/4/1,14.8
1992/5/1,17
1992/6/1,20.1
1992/7/1,24.6
1992/8/1,26.4
1992/9/1,22.9
1992/10/1,16.8
1992/11/1,12.9
1992/12/1,9.3
1993/1/1,5.9
1993/2/1,7.4
1993/3/1,8.5
1993/4/1,13.1
1993/5/1,17.4
1993/6/1,21.1
1993/7/1,21.9
1993/8/1,24.5
1993/9/1,22.3
1993/10/1,17
1993/11/1,13.8
1993/12/1,8.6
1994/1/1,5.5
1994/2/1,6.2
1994/3/1,7.8
1994/4/1,15.3
1994/5/1,19
1994/6/1,21.7
1994/7/1,27.4
1994/8/1,28.2
1994/9/1,24.1
1994/10/1,19.7
1994/11/1,13.1
1994/12/1,8.7
1995/1/1,6
1995/2/1,6.1
1995/3/1,8.5
1995/4/1,14.5
1995/5/1,18.6
1995/6/1,19.9
1995/7/1,25.6
1995/8/1,28.5
1995/9/1,23.1
1995/10/1,19
1995/11/1,12.5
1995/12/1,7.5
1996/1/1,6.4
1996/2/1,5.2
1996/3/1,8.9
1996/4/1,12.1
1996/5/1,17.6
1996/6/1,21.9
1996/7/1,25.4
1996/8/1,25.5
1996/9/1,21.8
1996/10/1,17.5
1996/11/1,13
1996/12/1,9.1
1997/1/1,6.6
1997/2/1,6.7
1997/3/1,10.2
1997/4/1,14.7
1997/5/1,18.5
1997/6/1,21.8
1997/7/1,25.6
1997/8/1,26.3
1997/9/1,22.5
1997/10/1,18.1
1997/11/1,14
1997/12/1,8.9
1998/1/1,5.1
1998/2/1,6.8
1998/3/1,9.8
1998/4/1,15.7
1998/5/1,19.9
1998/6/1,20.8
1998/7/1,24.7
1998/8/1,26.8
1998/9/1,23.7
1998/10/1,19.6
1998/11/1,13.8
1998/12/1,8.7
1999/1/1,6.3
1999/2/1,6.3
1999/3/1,9.6
1999/4/1,14.4
1999/5/1,19.2
1999/6/1,22
1999/7/1,25.2
1999/8/1,27.8
1999/9/1,25.6
1999/10/1,19.2
1999/11/1,13.9
1999/12/1,8.9
2000/1/1,7.3
2000/2/1,5.6
2000/3/1,9
2000/4/1,14
2000/5/1,19.1
2000/6/1,21.4
2000/7/1,26.4
